Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2013年度,パディーヤ,Softbank,26400,不明,185,104,42,投手,16,NA,NA,NA,3,6,0,3
2013年度,ファルケンボーグ,Softbank,20000,不明,200,106,25,投手,41,NA,NA,NA,0,4,10,9
2013年度,五十嵐　亮太,Softbank,20000,A型,180,91,53,投手,51,NA,NA,NA,3,3,12,11
2013年度,ラヘア,Softbank,18500,不明,196,109,35,内野手,111,348,80,16,NA,NA,NA,NA
2013年度,本多　雄一,Softbank,18000,O型,174,72,46,内野手,120,406,115,2,NA,NA,NA,NA
2013年度,内川　聖一,Softbank,17000,B型,185,91,1,外野手,144,570,180,19,NA,NA,NA,NA
2013年度,ペーニャ,Softbank,14000,不明,191,118,55,外野手,55,150,35,1,NA,NA,NA,NA
2013年度,森福　允彦,Softbank,12000,A型,172,68,19,投手,57,NA,NA,NA,3,2,0,15
2013年度,帆足　和幸,Softbank,11000,O型,179,85,47,投手,19,NA,NA,NA,8,7,0,0
2013年度,松田　宣浩,Softbank,10000,B型,180,87,5,内野手,144,584,163,20,NA,NA,NA,NA
2013年度,寺原　隼人,Softbank,8500,A型,179,87,11,投手,16,NA,NA,NA,4,7,0,0
2013年度,長谷川　勇也,Softbank,8000,AB型,180,85,24,外野手,144,580,198,19,NA,NA,NA,NA
2013年度,細川　亨,Softbank,7100,B型,183,104,27,捕手,112,227,44,5,NA,NA,NA,NA
2013年度,松中　信彦,Softbank,7000,B型,183,96,3,内野手,9,10,2,0,NA,NA,NA,NA
2013年度,大隣　憲司,Softbank,6300,A型,175,85,28,投手,7,NA,NA,NA,3,3,0,0
2013年度,山本　省吾,Softbank,5500,B型,177,77,38,投手,2,NA,NA,NA,0,0,0,0
2013年度,金澤　健人,Softbank,4800,A型,187,90,51,投手,27,NA,NA,NA,2,0,0,3
2013年度,新垣　渚,Softbank,4200,O型,190,81,18,投手,5,NA,NA,NA,1,1,0,0
2013年度,山田　大樹,Softbank,4000,B型,189,95,34,投手,9,NA,NA,NA,3,3,0,0
2013年度,吉村　裕基,Softbank,4000,B型,183,94,6,外野手,36,93,18,5,NA,NA,NA,NA
2013年度,江尻　慎太郎,Softbank,4000,O型,187,78,00,投手,23,NA,NA,NA,1,1,0,2
2013年度,明石　健志,Softbank,3900,B型,175,66,36,内野手,33,79,18,1,NA,NA,NA,NA
2013年度,山崎　勝己,Softbank,3400,O型,180,83,29,捕手,91,139,35,1,NA,NA,NA,NA
2013年度,岩嵜　翔,Softbank,2800,O型,188,80,21,投手,47,NA,NA,NA,1,4,2,14
2013年度,藤岡　好明,Softbank,2800,O型,177,81,40,投手,32,NA,NA,NA,4,0,0,6
2013年度,オセゲラ,Softbank,2500,不明,183,81,14,投手,6,NA,NA,NA,3,1,0,0
2013年度,田上　秀則,Softbank,2250,AB型,177,85,31,捕手,15,25,5,0,NA,NA,NA,NA
2013年度,今宮　健太,Softbank,2200,O型,172,68,2,内野手,143,491,124,5,NA,NA,NA,NA
2013年度,福田　秀平,Softbank,2100,AB型,181,80,37,外野手,33,25,3,0,NA,NA,NA,NA
2013年度,高谷　裕亮,Softbank,2100,O型,178,84,12,捕手,22,26,2,0,NA,NA,NA,NA
2013年度,城所　龍磨,Softbank,2000,B型,176,77,23,外野手,34,6,0,0,NA,NA,NA,NA
2013年度,武田　翔太,Softbank,2000,B型,186,83,30,投手,17,NA,NA,NA,4,4,0,0
2013年度,金　無英,Softbank,1900,A型,180,84,61,投手,23,NA,NA,NA,0,1,0,0
2013年度,柳瀬　明宏,Softbank,1900,O型,176,77,54,投手,44,NA,NA,NA,4,0,1,11
2013年度,柳田　悠岐,Softbank,1800,AB型,188,90,44,外野手,104,298,88,11,NA,NA,NA,NA
2013年度,大場　翔太,Softbank,1600,A型,183,90,17,投手,11,NA,NA,NA,2,4,0,0
2013年度,東浜　巨,Softbank,1500,A型,181,80,16,投手,5,NA,NA,NA,3,1,0,0
2013年度,江川　智晃,Softbank,1400,B型,180,86,43,外野手,77,227,59,12,NA,NA,NA,NA
2013年度,金子　圭輔,Softbank,1200,B型,180,68,4,内野手,59,40,13,0,NA,NA,NA,NA
2013年度,高田　知季,Softbank,1200,O型,175,72,0,内野手,11,17,2,0,NA,NA,NA,NA
2013年度,山中　浩史,Softbank,1200,O型,175,80,39,投手,17,NA,NA,NA,0,2,0,1
2013年度,中西　健太,Softbank,1050,A型,178,85,58,外野手,6,8,1,0,NA,NA,NA,NA
2013年度,中村　晃,Softbank,1000,O型,175,82,60,外野手,109,427,131,5,NA,NA,NA,NA
2013年度,嘉弥真　新也,Softbank,1000,O型,171,65,57,投手,40,NA,NA,NA,3,1,0,4
2013年度,李　杜軒,Softbank,800,A型,173,91,45,内野手,43,61,18,3,NA,NA,NA,NA
2013年度,巽　真悟,Softbank,800,O型,182,80,20,投手,6,NA,NA,NA,0,1,0,0
2013年度,山下　斐紹,Softbank,700,A型,179,84,22,捕手,11,14,4,0,NA,NA,NA,NA
2013年度,二保　旭,Softbank,700,B型,182,75,13,投手,5,NA,NA,NA,0,0,0,0
2013年度,千賀　滉大,Softbank,650,A型,185,83,41,投手,51,NA,NA,NA,1,4,1,17
2013年度,牧原　大成,Softbank,640,A型,171,65,69,内野手,6,6,0,0,NA,NA,NA,NA
2013年度,福元　淳史,Softbank,600,O型,174,72,68,内野手,15,36,8,0,NA,NA,NA,NA
2013年度,川原　弘之,Softbank,600,O型,187,91,26,投手,1,NA,NA,NA,0,0,0,0
2013年度,星野　大地,Softbank,440,B型,180,80,56,投手,7,NA,NA,NA,0,0,0,0
2013年度,有馬　翔,Softbank,400,A型,174,78,62,投手,3,NA,NA,NA,0,0,0,0
2013年度,中村　剛也,Lions,30000,O型,175,102,60,内野手,26,96,20,4,NA,NA,NA,NA
2013年度,涌井　秀章,Lions,22000,A型,185,85,18,投手,45,NA,NA,NA,5,7,7,13
2013年度,栗山　巧,Lions,20000,O型,177,85,1,外野手,144,527,147,12,NA,NA,NA,NA
2013年度,石井　一久,Lions,19000,O型,185,100,16,投手,7,NA,NA,NA,0,1,0,3
2013年度,岸　孝之,Lions,15000,A型,180,70,11,投手,26,NA,NA,NA,11,5,0,0
2013年度,片岡　治大,Lions,9500,O型,176,82,7,内野手,72,259,75,4,NA,NA,NA,NA
2013年度,ヘルマン,Lions,9300,不明,175,88,6,内野手,144,518,165,4,NA,NA,NA,NA
2013年度,西口　文也,Lions,7000,O型,182,75,13,投手,4,NA,NA,NA,0,2,0,0
2013年度,牧田　和久,Lions,6700,A型,177,83,35,投手,26,NA,NA,NA,8,9,0,0
2013年度,サファテ,Lions,6700,不明,193,102,26,投手,58,NA,NA,NA,9,1,10,16
2013年度,ウィリアムス,Lions,6500,不明,191,91,54,投手,47,NA,NA,NA,1,2,3,21
2013年度,スピリー,Lions,5900,不明,185,90,19,外野手,70,214,50,3,NA,NA,NA,NA
2013年度,炭谷　銀仁朗,Lions,5700,O型,180,93,27,捕手,141,413,89,5,NA,NA,NA,NA
2013年度,渡辺　直人,Lions,5000,AB型,173,73,8,内野手,56,139,28,0,NA,NA,NA,NA
2013年度,嶋　重宣,Lions,4000,A型,181,95,42,外野手,9,7,1,0,NA,NA,NA,NA
2013年度,岡本　篤志,Lions,3700,O型,177,79,22,投手,20,NA,NA,NA,0,1,0,6
2013年度,秋山　翔吾,Lions,3500,A型,183,86,55,外野手,144,564,152,13,NA,NA,NA,NA
2013年度,オーティズ,Lions,3500,不明,177,80,8,内野手,29,100,21,0,NA,NA,NA,NA
2013年度,浅村　栄斗,Lions,3500,O型,181,85,32,内野手,144,543,172,27,NA,NA,NA,NA
2013年度,大崎　雄太朗,Lions,2800,O型,169,79,9,外野手,84,184,46,1,NA,NA,NA,NA
2013年度,山崎　浩司,Lions,2800,O型,180,80,5,内野手,45,58,9,0,NA,NA,NA,NA
2013年度,野上　亮磨,Lions,2800,A型,177,71,20,投手,30,NA,NA,NA,11,7,0,1
2013年度,川崎　雄介,Lions,2500,O型,181,86,44,投手,8,NA,NA,NA,0,0,0,0
2013年度,菊池　雄星,Lions,2300,O型,184,88,17,投手,17,NA,NA,NA,9,4,0,0
2013年度,十亀　剣,Lions,2300,O型,183,85,21,投手,28,NA,NA,NA,8,8,0,1
2013年度,上本　達之,Lions,2000,B型,186,96,49,捕手,42,53,8,1,NA,NA,NA,NA
2013年度,坂元　弥太郎,Lions,1800,B型,182,86,37,投手,11,NA,NA,NA,0,2,0,2
2013年度,熊代　聖人,Lions,1700,O型,175,74,58,外野手,104,92,22,0,NA,NA,NA,NA
2013年度,大石　達也,Lions,1600,A型,185,90,15,投手,37,NA,NA,NA,0,5,8,2
2013年度,鬼崎　裕司,Lions,1500,B型,177,77,56,内野手,105,271,72,2,NA,NA,NA,NA
2013年度,増田　達至,Lions,1500,AB型,180,80,14,投手,42,NA,NA,NA,5,3,0,5
2013年度,カーター,Lions,1500,不明,183,98,10,内野手,14,30,4,0,NA,NA,NA,NA
2013年度,星　孝典,Lions,1400,B型,176,82,25,捕手,40,28,5,0,NA,NA,NA,NA
2013年度,米野　智人,Lions,1400,B型,183,83,36,外野手,3,4,0,0,NA,NA,NA,NA
2013年度,坂田　遼,Lions,1400,A型,178,90,31,外野手,53,180,52,6,NA,NA,NA,NA
2013年度,武山　真吾,Lions,1300,O型,178,83,52,捕手,19,15,1,0,NA,NA,NA,NA
2013年度,小石　博孝,Lions,1300,A型,178,83,29,投手,11,NA,NA,NA,0,0,0,1
2013年度,金子　侑司,Lions,1200,B型,178,70,2,内野手,94,278,62,2,NA,NA,NA,NA
2013年度,星　秀和,Lions,1000,A型,180,85,33,外野手,12,11,0,0,NA,NA,NA,NA
2013年度,高橋　朋己,Lions,1000,B型,173,82,43,投手,24,NA,NA,NA,1,0,0,10
2013年度,武隈　祥太,Lions,900,A型,180,81,48,投手,9,NA,NA,NA,1,1,0,1
2013年度,林崎　遼,Lions,900,O型,175,80,45,内野手,31,33,5,0,NA,NA,NA,NA
2013年度,藤原　良平,Lions,850,A型,183,79,28,投手,2,NA,NA,NA,0,0,0,0
2013年度,岡本　洋介,Lions,800,A型,177,80,30,投手,32,NA,NA,NA,4,4,0,6
2013年度,田代　将太郎,Lions,800,A型,178,75,61,外野手,8,1,1,0,NA,NA,NA,NA
2013年度,木村　文紀,Lions,800,O型,182,85,51,外野手,11,14,3,1,NA,NA,NA,NA
2013年度,斉藤　彰吾,Lions,800,B型,179,82,65,外野手,8,1,0,0,NA,NA,NA,NA
2013年度,美沢　将,Lions,800,O型,181,75,4,内野手,5,12,1,0,NA,NA,NA,NA
2013年度,岩尾　利弘,Lions,750,A型,179,80,12,投手,10,NA,NA,NA,1,0,0,1
2013年度,山本　淳,Lions,700,A型,188,88,40,投手,12,NA,NA,NA,0,1,0,0
2013年度,石川　貢,Lions,650,B型,180,85,53,外野手,16,23,3,0,NA,NA,NA,NA
2013年度,永江　恭平,Lions,650,B型,174,77,59,内野手,99,78,11,1,NA,NA,NA,NA
2013年度,中崎　雄太,Lions,600,AB型,179,80,46,投手,7,NA,NA,NA,0,0,0,0
2013年度,松下　建太,Lions,600,B型,179,83,57,投手,9,NA,NA,NA,0,1,1,0
2013年度,田中　将大,Eagles,40000,A型,188,93,18,投手,28,NA,NA,NA,24,0,1,0
2013年度,ジョーンズ,Eagles,25000,不明,185,101,25,外野手,143,478,116,26,NA,NA,NA,NA
2013年度,松井　稼頭央,Eagles,13000,O型,177,85,7,内野手,125,448,111,11,NA,NA,NA,NA
2013年度,小山　伸一郎,Eagles,12000,O型,180,90,57,投手,45,NA,NA,NA,1,4,0,16
2013年度,マギー,Eagles,10000,不明,185,99,3,内野手,144,513,150,28,NA,NA,NA,NA
2013年度,聖澤　諒,Eagles,9800,B型,179,72,23,外野手,120,433,123,2,NA,NA,NA,NA
2013年度,青山　浩二,Eagles,9000,B型,180,80,41,投手,60,NA,NA,NA,3,5,11,17
2013年度,鉄平,Eagles,8600,AB型,178,78,46,外野手,54,146,35,1,NA,NA,NA,NA
2013年度,ラズナー,Eagles,6500,A型,191,95,17,投手,37,NA,NA,NA,1,2,17,3
2013年度,嶋　基宏,Eagles,6000,A型,179,82,37,捕手,134,447,115,4,NA,NA,NA,NA
2013年度,永井　怜,Eagles,4900,A型,178,72,30,投手,10,NA,NA,NA,2,4,0,0
2013年度,藤田　一也,Eagles,4300,O型,175,75,6,内野手,128,466,128,1,NA,NA,NA,NA
2013年度,牧田　明久,Eagles,3800,A型,182,78,5,外野手,27,81,18,2,NA,NA,NA,NA
2013年度,高須　洋介,Eagles,3750,B型,170,73,4,内野手,21,50,8,0,NA,NA,NA,NA
2013年度,片山　博視,Eagles,3400,A型,191,95,28,投手,31,NA,NA,NA,3,1,0,2
2013年度,加藤　大輔,Eagles,3200,B型,179,93,54,投手,6,NA,NA,NA,0,2,0,0
2013年度,美馬　学,Eagles,3100,O型,169,75,31,投手,18,NA,NA,NA,6,5,0,0
2013年度,斎藤　隆,Eagles,3000,O型,188,90,44,投手,30,NA,NA,NA,3,0,4,4
2013年度,ダックワース,Eagles,3000,不明,188,97,69,投手,18,NA,NA,NA,5,5,0,0
2013年度,小山　桂司,Eagles,2200,A型,175,85,65,捕手,5,6,1,0,NA,NA,NA,NA
2013年度,銀次,Eagles,2200,A型,174,85,33,内野手,131,482,153,4,NA,NA,NA,NA
2013年度,辛島　航,Eagles,2200,A型,173,72,58,投手,11,NA,NA,NA,3,4,0,1
2013年度,川井　貴志,Eagles,2000,A型,180,84,45,投手,6,NA,NA,NA,3,2,0,0
2013年度,釜田　佳直,Eagles,2000,A型,177,78,21,投手,8,NA,NA,NA,1,2,0,0
2013年度,枡田　慎太郎,Eagles,1900,AB型,178,80,32,内野手,86,268,73,8,NA,NA,NA,NA
2013年度,金刃　憲人,Eagles,1800,B型,177,82,26,投手,39,NA,NA,NA,1,0,0,9
2013年度,ハウザー,Eagles,1700,不明,195,95,53,投手,22,NA,NA,NA,2,2,0,3
2013年度,中島　俊哉,Eagles,1620,O型,180,80,8,外野手,45,82,19,1,NA,NA,NA,NA
2013年度,岩崎　達郎,Eagles,1550,O型,175,75,67,内野手,74,101,22,0,NA,NA,NA,NA
2013年度,上園　啓史,Eagles,1500,O型,182,84,61,投手,5,NA,NA,NA,0,3,0,0
2013年度,戸村　健次,Eagles,1500,B型,185,76,22,投手,12,NA,NA,NA,4,2,0,0
2013年度,岡島　豪郎,Eagles,1500,B型,177,82,27,捕手,79,226,73,1,NA,NA,NA,NA
2013年度,島内　宏明,Eagles,1200,B型,180,76,35,外野手,97,299,85,6,NA,NA,NA,NA
2013年度,阿部　俊人,Eagles,1200,AB型,180,73,9,内野手,22,38,8,0,NA,NA,NA,NA
2013年度,長谷部　康平,Eagles,1200,A型,173,70,20,投手,24,NA,NA,NA,1,1,3,10
2013年度,高堀　和也,Eagles,1200,A型,183,70,24,投手,14,NA,NA,NA,1,0,0,1
2013年度,則本　昂大,Eagles,1200,A型,178,81,14,投手,27,NA,NA,NA,15,8,0,0
2013年度,伊志嶺　忠,Eagles,1100,AB型,178,78,48,捕手,19,32,4,1,NA,NA,NA,NA
2013年度,小斉　祐輔,Eagles,1000,O型,178,88,43,内野手,22,46,11,1,NA,NA,NA,NA
2013年度,森山　周,Eagles,1000,O型,179,74,0,外野手,89,81,22,0,NA,NA,NA,NA
2013年度,星野　智樹,Eagles,1000,B型,179,73,00,投手,11,NA,NA,NA,0,1,0,0
2013年度,土屋　朋弘,Eagles,840,O型,178,70,40,投手,5,NA,NA,NA,0,0,0,0
2013年度,菊池　保則,Eagles,720,O型,180,80,59,投手,14,NA,NA,NA,1,5,0,0
2013年度,西田　哲朗,Eagles,700,O型,180,78,55,内野手,26,48,8,0,NA,NA,NA,NA
2013年度,榎本　葵,Eagles,680,O型,179,78,36,外野手,13,11,1,0,NA,NA,NA,NA
2013年度,福山　博之,Eagles,600,B型,171,70,64,投手,22,NA,NA,NA,0,0,0,1
2013年度,三好　匠,Eagles,600,A型,174,75,2,内野手,6,4,0,0,NA,NA,NA,NA
2013年度,中川　大志,Eagles,600,A型,186,92,56,内野手,1,2,0,0,NA,NA,NA,NA
2013年度,仲澤　広基,Eagles,500,A型,181,80,68,内野手,14,8,2,0,NA,NA,NA,NA
2013年度,宮川　将,Eagles,240,A型,184,87,90,投手,17,NA,NA,NA,2,0,0,0
2013年度,李　大浩,Orix,25000,不明,194,130,10,内野手,141,521,158,24,NA,NA,NA,NA
2013年度,糸井　嘉男,Orix,20000,A型,187,88,7,外野手,141,524,157,17,NA,NA,NA,NA
2013年度,平野　佳寿,Orix,15000,O型,186,84,16,投手,60,NA,NA,NA,2,5,31,9
2013年度,後藤　光尊,Orix,15000,A型,175,75,1,内野手,69,255,62,3,NA,NA,NA,NA
2013年度,平野　恵一,Orix,15000,B型,169,67,5,内野手,56,217,68,0,NA,NA,NA,NA
2013年度,馬原　孝浩,Orix,13500,A型,181,78,20,投手,3,NA,NA,NA,0,0,0,1
2013年度,金子　千尋,Orix,12000,O型,180,77,19,投手,29,NA,NA,NA,15,8,0,0
2013年度,坂口　智隆,Orix,11500,O型,180,76,9,外野手,97,383,88,3,NA,NA,NA,NA
2013年度,岸田　護,Orix,10600,A型,180,80,18,投手,37,NA,NA,NA,3,2,0,11
2013年度,井川　慶,Orix,10000,O型,186,93,29,投手,9,NA,NA,NA,3,3,0,0
2013年度,Ｔ−岡田,Orix,7300,B型,186,100,55,外野手,58,189,42,4,NA,NA,NA,NA
2013年度,東野　峻,Orix,6500,AB型,186,89,17,投手,6,NA,NA,NA,1,3,0,0
2013年度,ミンチェ,Orix,5000,B型,182,90,00,投手,1,NA,NA,NA,0,0,0,0
2013年度,バルディリス,Orix,5000,不明,185,90,52,内野手,142,512,148,17,NA,NA,NA,NA
2013年度,中山　慎也,Orix,4700,A型,182,82,34,投手,15,NA,NA,NA,0,3,0,2
2013年度,西　勇輝,Orix,4600,B型,180,80,21,投手,28,NA,NA,NA,9,8,0,0
2013年度,小松　聖,Orix,3500,O型,180,80,28,投手,27,NA,NA,NA,0,0,0,1
2013年度,近藤　一樹,Orix,3100,A型,183,80,50,投手,5,NA,NA,NA,0,0,0,0
2013年度,原　拓也,Orix,3000,O型,175,80,2,内野手,67,154,39,0,NA,NA,NA,NA
2013年度,ディクソン,Orix,3000,不明,195,84,32,投手,23,NA,NA,NA,8,8,0,0
2013年度,高橋　信二,Orix,3000,A型,182,90,6,内野手,51,96,21,1,NA,NA,NA,NA
2013年度,ロッティーノ,Orix,3000,不明,183,86,4,外野手,37,97,20,4,NA,NA,NA,NA
2013年度,八木　智哉,Orix,2400,O型,181,78,27,投手,3,NA,NA,NA,0,2,0,0
2013年度,川端　崇義,Orix,2400,B型,176,80,46,外野手,74,217,53,1,NA,NA,NA,NA
2013年度,伊藤　光,Orix,2200,B型,180,80,22,捕手,137,410,117,3,NA,NA,NA,NA
2013年度,平井　正史,Orix,2000,O型,183,92,36,投手,21,NA,NA,NA,0,0,0,2
2013年度,齋藤　俊雄,Orix,1900,A型,180,85,45,捕手,22,21,2,0,NA,NA,NA,NA
2013年度,竹原　直隆,Orix,1800,O型,183,93,26,外野手,20,42,10,1,NA,NA,NA,NA
2013年度,シュルツ,Orix,1800,不明,201,100,42,投手,1,NA,NA,NA,0,0,0,0
2013年度,海田　智行,Orix,1600,B型,179,80,47,投手,35,NA,NA,NA,2,5,0,5
2013年度,野中　信吾,Orix,1600,A型,168,70,53,外野手,6,2,0,0,NA,NA,NA,NA
2013年度,安達　了一,Orix,1500,O型,178,77,3,内野手,131,395,93,5,NA,NA,NA,NA
2013年度,古川　秀一,Orix,1500,B型,175,80,14,投手,3,NA,NA,NA,0,0,0,0
2013年度,マエストリ,Orix,1500,不明,183,80,91,投手,24,NA,NA,NA,7,5,0,0
2013年度,松葉　貴大,Orix,1500,B型,180,77,11,投手,17,NA,NA,NA,4,6,0,0
2013年度,比嘉　幹貴,Orix,1400,A型,177,77,35,投手,59,NA,NA,NA,4,3,0,11
2013年度,鴨志田　貴司,Orix,1400,O型,186,92,39,投手,2,NA,NA,NA,1,0,0,0
2013年度,佐藤　達也,Orix,1300,B型,178,77,15,投手,67,NA,NA,NA,2,4,0,40
2013年度,縞田　拓弥,Orix,1300,O型,178,76,33,内野手,51,35,5,0,NA,NA,NA,NA
2013年度,桑原　謙太朗,Orix,1250,O型,183,85,13,投手,6,NA,NA,NA,0,0,0,0
2013年度,伏見　寅威,Orix,1200,AB型,182,85,23,捕手,17,28,7,1,NA,NA,NA,NA
2013年度,前田　祐二,Orix,1200,B型,180,67,60,投手,21,NA,NA,NA,3,4,0,1
2013年度,中村　一生,Orix,1200,AB型,186,85,63,外野手,34,34,9,0,NA,NA,NA,NA
2013年度,駿太,Orix,1100,A型,180,75,8,外野手,117,201,40,3,NA,NA,NA,NA
2013年度,宮崎　祐樹,Orix,1100,A型,178,83,24,外野手,53,121,27,1,NA,NA,NA,NA
2013年度,辻　俊哉,Orix,1100,A型,178,82,37,捕手,5,15,3,0,NA,NA,NA,NA
2013年度,小島　脩平,Orix,900,O型,177,75,38,内野手,17,22,1,0,NA,NA,NA,NA
2013年度,戸田　亮,Orix,800,O型,183,80,58,投手,5,NA,NA,NA,0,0,0,0
2013年度,深江　真登,Orix,800,A型,176,75,68,外野手,44,45,9,0,NA,NA,NA,NA
2013年度,三ツ俣　大樹,Orix,710,O型,177,80,30,内野手,21,10,1,0,NA,NA,NA,NA
2013年度,山田　修義,Orix,700,B型,184,85,57,投手,1,NA,NA,NA,0,0,0,0
2013年度,松本　幸大,Orix,650,A型,180,80,61,投手,12,NA,NA,NA,0,2,0,0
2013年度,森本　将太,Orix,500,A型,174,70,64,投手,25,NA,NA,NA,2,1,0,1
2013年度,堤　裕貴,Orix,500,B型,173,74,62,内野手,2,7,1,0,NA,NA,NA,NA
2013年度,武田　健吾,Orix,500,O型,183,78,56,外野手,2,8,2,0,NA,NA,NA,NA
2013年度,山本　和作,Orix,440,AB型,182,82,66,内野手,96,159,36,4,NA,NA,NA,NA
2013年度,武田　久,Fighters,24000,B型,170,73,21,投手,47,NA,NA,NA,2,2,31,1
2013年度,武田　勝,Fighters,20000,B型,176,73,38,投手,22,NA,NA,NA,8,7,0,0
2013年度,稲葉　篤紀,Fighters,20000,O型,185,94,41,内野手,91,261,53,3,NA,NA,NA,NA
2013年度,宮西　尚生,Fighters,12000,O型,180,78,25,投手,57,NA,NA,NA,3,1,0,30
2013年度,ケッペル,Fighters,12000,不明,196,97,31,投手,8,NA,NA,NA,2,5,0,0
2013年度,小谷野　栄一,Fighters,10500,O型,177,88,5,内野手,139,512,141,3,NA,NA,NA,NA
2013年度,ウルフ,Fighters,10500,不明,190,104,17,投手,22,NA,NA,NA,9,6,0,0
2013年度,陽　岱鋼,Fighters,9200,A型,183,87,1,外野手,144,574,162,18,NA,NA,NA,NA
2013年度,増井　浩俊,Fighters,9000,A型,181,70,19,投手,66,NA,NA,NA,4,4,4,28
2013年度,金子　誠,Fighters,8900,B型,185,84,8,内野手,32,50,10,0,NA,NA,NA,NA
2013年度,中田　翔,Fighters,8500,O型,182,95,6,内野手,108,407,124,28,NA,NA,NA,NA
2013年度,鶴岡　慎也,Fighters,7600,A型,177,77,22,捕手,114,244,72,2,NA,NA,NA,NA
2013年度,吉川　光夫,Fighters,7000,O型,178,80,34,投手,26,NA,NA,NA,7,15,0,0
2013年度,ホフパワー,Fighters,6800,不明,192,97,9,内野手,69,145,27,5,NA,NA,NA,NA
2013年度,木佐貫　洋,Fighters,6200,B型,186,84,29,投手,24,NA,NA,NA,9,8,0,0
2013年度,二岡　智宏,Fighters,6200,O型,180,81,23,内野手,36,42,3,0,NA,NA,NA,NA
2013年度,大引　啓次,Fighters,5600,A型,178,80,7,内野手,120,402,107,3,NA,NA,NA,NA
2013年度,赤田　将吾,Fighters,5000,A型,179,83,10,外野手,57,143,39,2,NA,NA,NA,NA
2013年度,榊原　諒,Fighters,4000,A型,176,70,15,投手,2,NA,NA,NA,0,0,0,0
2013年度,多田野　数人,Fighters,3800,O型,181,80,65,投手,4,NA,NA,NA,0,2,0,0
2013年度,斎藤　佑樹,Fighters,3500,A型,176,76,18,投手,1,NA,NA,NA,0,1,0,0
2013年度,石井　裕也,Fighters,3200,B型,178,80,13,投手,51,NA,NA,NA,4,6,0,17
2013年度,中嶋　聡,Fighters,3200,AB型,182,82,27,捕手,2,2,0,0,NA,NA,NA,NA
2013年度,トーマス,Fighters,3000,不明,191,100,67,投手,3,NA,NA,NA,0,2,0,0
2013年度,大野　奨太,Fighters,2900,O型,177,79,2,捕手,87,201,52,3,NA,NA,NA,NA
2013年度,モルケン,Fighters,2500,不明,196,104,62,投手,5,NA,NA,NA,0,0,0,0
2013年度,谷元　圭介,Fighters,2500,A型,166,65,48,投手,31,NA,NA,NA,6,6,1,3
2013年度,飯山　裕志,Fighters,2500,B型,178,76,4,内野手,56,26,4,0,NA,NA,NA,NA
2013年度,森内　壽春,Fighters,2100,O型,180,86,47,投手,5,NA,NA,NA,0,0,0,0
2013年度,アブレイユ,Fighters,2000,不明,187,111,42,内野手,138,504,143,31,NA,NA,NA,NA
2013年度,大谷　翔平,Fighters,1500,B型,193,86,11,投手,77,189,45,3,3,0,0,0
2013年度,矢貫　俊之,Fighters,1400,B型,190,88,33,投手,57,NA,NA,NA,2,3,0,13
2013年度,中村　勝,Fighters,1350,A型,184,79,36,投手,13,NA,NA,NA,1,4,0,0
2013年度,乾　真大,Fighters,1300,A型,176,74,16,投手,19,NA,NA,NA,0,0,0,0
2013年度,今浪　隆博,Fighters,1200,A型,171,75,45,内野手,91,128,31,0,NA,NA,NA,NA
2013年度,杉谷　拳士,Fighters,1200,B型,173,74,61,内野手,55,141,28,0,NA,NA,NA,NA
2013年度,根本　朋久,Fighters,1100,AB型,178,76,32,投手,6,NA,NA,NA,0,0,0,0
2013年度,鵜久森　淳志,Fighters,1100,O型,189,92,44,外野手,22,50,7,0,NA,NA,NA,NA
2013年度,中島　卓也,Fighters,1000,A型,176,69,56,内野手,127,223,53,0,NA,NA,NA,NA
2013年度,村田　和哉,Fighters,1000,B型,167,65,51,外野手,24,24,8,0,NA,NA,NA,NA
2013年度,西川　遥輝,Fighters,1000,A型,179,73,26,内野手,85,281,78,2,NA,NA,NA,NA
2013年度,鍵谷　陽平,Fighters,900,O型,177,80,30,投手,38,NA,NA,NA,2,3,1,5
2013年度,新垣　勇人,Fighters,900,A型,183,85,28,投手,1,NA,NA,NA,0,1,0,0
2013年度,屋宜　照悟,Fighters,840,A型,178,79,57,投手,3,NA,NA,NA,1,0,0,0
2013年度,榎下　陽大,Fighters,780,O型,178,79,35,投手,9,NA,NA,NA,1,0,0,0
2013年度,河野　秀数,Fighters,750,B型,173,77,59,投手,33,NA,NA,NA,0,2,0,11
2013年度,齊藤　勝,Fighters,700,A型,187,85,58,投手,5,NA,NA,NA,0,0,0,0
2013年度,大塚　豊,Fighters,700,A型,182,85,14,投手,8,NA,NA,NA,0,0,0,0
2013年度,尾崎　匡哉,Fighters,700,B型,182,83,53,捕手,4,5,1,0,NA,NA,NA,NA
2013年度,佐藤　賢治,Fighters,630,A型,181,87,52,外野手,38,91,22,2,NA,NA,NA,NA
2013年度,松本　剛,Fighters,600,AB型,181,80,12,内野手,2,5,0,0,NA,NA,NA,NA
2013年度,近藤　健介,Fighters,600,O型,173,85,54,捕手,32,66,10,0,NA,NA,NA,NA
2013年度,谷口　雄也,Fighters,550,B型,182,85,64,外野手,14,37,4,0,NA,NA,NA,NA
2013年度,石川　慎吾,Fighters,500,O型,178,77,49,外野手,4,5,0,0,NA,NA,NA,NA
