Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
大盛　穂,Carp,500,外野手,2,180,71,A型,右,左,大阪,1996-08-31,59,0.259,73,148,135,35,2,16,5,11,1,50,0,1,0.318,0.385,0.703,4.29,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
永井　敦士,Carp,500,外野手,3,178,88,B型,右,右,埼玉,2000-01-10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂倉　将吾,Carp,800,捕手,4,176,86,A型,右,左,千葉,1998-05-29,61,0.287,81,228,209,60,3,26,1,17,2,36,0,6,0.346,0.411,0.758,4.93,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石原　貴規,Carp,700,捕手,1,173,75,A型,右,右,兵庫,1998-02-03,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西川　龍馬,Carp,6800,内野手,5,176,74,O型,右,左,大阪,1994-12-10,63,0.304,76,328,296,90,6,32,6,28,2,52,2,6,0.368,0.426,0.794,5.86,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中村　恭平,Carp,1900,投手,10,185,91,O型,左,左,福岡,1989-03-22,64,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0,0,0,1,0,44,9.1,7,0,8,1,4,1,1,1.61,5.16
玉村　昇悟,Carp,450,投手,1,177,75,A型,左,左,福井,2001-04-16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
遠藤　淳志,Carp,1400,投手,3,184,78,O型,右,右,茨城,1999-04-08,66,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,5,6,0,0,0.455,464,107,90,13,52,4,97,53,46,1.33,4.4
中村　祐太,Carp,1000,投手,7,184,89,A型,右,右,東京,1995-08-31,67,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,3,4,0,0,0.429,191,46.2,42,8,11,2,37,12,12,1.14,4.6
平岡　敬人,Carp,500,投手,3,186,95,AB型,右,右,兵庫,1995-08-06,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
羽月　隆太郎,Carp,500,内野手,2,167,70,O型,右,左,宮崎,2000-04-19,69,0.182,17,40,33,6,0,4,0,2,0,7,5,0,0.229,0.273,0.501,1.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
スコット,Carp,5775,投手,1,190,84,不明,右,右,南アフリカ,1992-06-01,70,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.75,0,3,0,0,0,49,8,17,1,8,1,7,14,14,3.13,6
メヒア,Carp,2200,内野手,5,192,108,不明,右,右,ドミニカ共和国,1993-03-10,96,0.188,37,85,80,15,2,4,1,5,0,21,0,3,0.235,0.288,0.523,1.66,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
フランスア,Carp,3980,投手,3,186,103,不明,左,左,ドミニカ共和国,1993-09-25,97,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,2,3,19,7,0.4,217,55,39,7,17,1,62,18,15,1.02,3.39
モンティージャ,Carp,880,投手,2,190,116,不明,左,左,ドミニカ共和国,1995-10-02,98,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,6,1,3,0,0,0,0,2,2,3,3.12
畝　章真,Carp,300,投手,1,177,83,A型,右,右,広島,1995-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
佐々木　健,Carp,330,投手,3,189,82,A型,右,右,静岡,1999-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
持丸　泰輝,Carp,240,捕手,1,177,80,A型,右,左,北海道,2001-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
木下　元秀,Carp,240,外野手,1,183,87,O型,左,左,大阪,2001-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メナ,Carp,230,投手,2,187,88,不明,右,右,ドミニカ共和国,1993-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
コルニエル,Carp,230,投手,1,193,99,不明,右,右,ドミニカ共和国,1995-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
木浪　聖也,Tigers,2200,内野手,2,179,81,O型,右,左,青森,1994-06-15,0,0.249,92,334,297,74,3,25,2,24,2,54,8,1,0.307,0.354,0.66,3.93,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
上本　博紀,Tigers,4800,内野手,12,173,66,O型,右,右,広島,1986-07-04,00,0.171,25,51,41,7,0,4,2,4,0,11,5,2,0.239,0.244,0.483,0.93,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
北條　史也,Tigers,2800,内野手,8,177,79,O型,右,右,大阪,1994-07-29,2,0.192,40,112,99,19,2,7,2,9,1,23,3,2,0.266,0.293,0.559,2.45,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大山　悠輔,Tigers,4700,内野手,4,181,88,O型,右,右,茨城,1994-12-19,3,0.288,116,471,423,122,28,85,1,41,5,96,1,15,0.357,0.56,0.918,6.54,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
熊谷　敬宥,Tigers,900,内野手,3,175,68,A型,右,右,宮城,1995-11-10,4,0.313,38,17,16,5,0,3,3,1,0,5,0,0,0.353,0.438,0.79,4.73,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
近本　光司,Tigers,4500,外野手,2,171,72,B型,左,左,兵庫,1994-11-09,5,0.293,120,519,474,139,9,45,31,30,7,61,7,4,0.344,0.416,0.759,5.46,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
糸井　嘉男,Tigers,40000,外野手,17,188,99,A型,右,左,京都,1981-07-31,7,0.268,86,311,269,72,2,28,2,38,3,50,0,5,0.363,0.357,0.72,4.92,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福留　孝介,Tigers,13000,外野手,17,182,92,B型,右,左,鹿児島,1977-04-26,8,0.154,43,92,78,12,1,12,0,11,0,31,0,4,0.25,0.218,0.468,1.14,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙山　俊,Tigers,3600,外野手,5,181,91,O型,右,左,千葉,1993-04-18,9,0.152,42,52,46,7,0,3,1,3,1,10,1,0,0.216,0.217,0.433,1.37,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　誠志郎,Tigers,1400,捕手,5,176,80,O型,右,右,兵庫,1993-11-10,12,0.213,38,95,75,16,0,4,1,13,0,20,7,1,0.33,0.267,0.596,3.01,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
能見　篤史,Tigers,9500,投手,16,180,74,AB型,左,左,兵庫,1979-05-28,14,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,1,0,1,4,1,109,24.2,25,6,12,1,19,14,13,1.5,6.32
西　純矢,Tigers,1200,投手,1,184,88,O型,右,右,広島,2001-09-13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西　勇輝,Tigers,20000,投手,12,181,82,B型,右,右,三重,1990-11-10,16,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,11,5,0,0,0.688,582,147.2,116,15,28,4,115,44,37,0.98,3.49
岩貞　祐太,Tigers,3200,投手,7,183,82,A型,左,左,熊本,1991-09-05,17,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7,3,0,8,0.7,298,71,67,7,23,0,63,32,26,1.27,3.56
馬場　皐輔,Tigers,1400,投手,3,180,94,O型,右,右,宮城,1995-05-18,18,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,2,1,0,9,0.667,136,30.1,28,1,16,1,27,12,7,1.45,3.35
藤浪　晋太郎,Tigers,6300,投手,8,197,100,A型,右,右,大阪,1994-04-12,19,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,1,6,0,7,0.143,341,76.1,71,5,40,2,85,47,34,1.45,3.36
中田　賢一,Tigers,3500,投手,16,181,85,O型,右,右,福岡,1982-05-11,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,0,2,0,0,0,53,10.2,18,0,5,0,11,9,9,2.16,2.46
岩田　稔,Tigers,3800,投手,15,179,95,O型,左,左,大阪,1983-10-31,21,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,1,2,0,0,0.333,107,22.2,26,1,15,2,15,16,16,1.81,4.49
藤川　球児,Tigers,20000,投手,19,185,90,A型,右,左,高知,1980-07-21,22,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,1,3,2,1,0.25,65,13.1,16,3,9,1,15,11,9,1.88,6.05
江越　大賀,Tigers,1400,外野手,6,182,81,O型,右,右,長崎,1993-03-12,25,0,45,13,10,0,0,1,3,2,0,6,0,0,0.154,0,0.154,-0.45,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
呂　彦青,Tigers,800,投手,3,178,72,O型,左,左,台湾,1996-03-10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
尾仲　祐哉,Tigers,950,投手,4,173,73,O型,右,左,福岡,1995-01-31,27,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,0,0,0,0,0,21,4.1,6,0,2,0,2,3,3,1.85,3.58
小野　泰己,Tigers,2200,投手,4,186,78,A型,右,右,福岡,1994-05-30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙橋　遥人,Tigers,2200,投手,3,181,82,A型,左,左,静岡,1995-11-07,29,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,5,4,0,0,0.556,306,76,67,4,17,1,75,25,21,1.11,2.5
高野　圭佑,Tigers,1000,投手,5,178,85,A型,右,右,広島,1991-12-28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マルテ,Tigers,14170,内野手,2,185,102,不明,右,右,ドミニカ共和国,1991-06-21,31,0.252,29,119,103,26,4,14,1,14,0,14,0,6,0.336,0.447,0.783,4.65,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
井上　広大,Tigers,720,外野手,1,187,97,B型,右,右,大阪,2001-08-12,32,0.091,6,11,11,1,0,1,0,0,0,5,0,0,0.091,0.182,0.273,-0.69,-0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
糸原　健斗,Tigers,6000,内野手,4,175,81,O型,右,左,島根,1992-11-11,33,0.294,63,244,218,64,3,20,1,19,3,33,3,3,0.357,0.376,0.733,4.93,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
谷川　昌希,Tigers,900,投手,3,175,84,O型,右,右,福岡,1992-10-06,34,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,0,0,0,0,0,61,14.1,13,2,4,2,15,8,8,1.19,3.89
才木　浩人,Tigers,1300,投手,4,189,86,A型,右,右,兵庫,1998-11-07,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
浜地　真澄,Tigers,850,投手,4,185,90,O型,右,右,福岡,1998-05-25,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,3.12
及川　雅貴,Tigers,600,投手,1,183,74,O型,左,左,千葉,2001-04-18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小幡　竜平,Tigers,720,内野手,2,184,74,B型,右,左,大分,2000-09-21,38,0.22,54,134,127,28,0,7,3,5,1,37,1,1,0.256,0.26,0.515,2.06,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
長坂　拳弥,Tigers,750,捕手,4,173,76,B型,右,右,群馬,1994-04-28,39,0.4,5,5,5,2,1,2,1,0,0,3,0,0,0.4,1,1.4,17.04,16.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福永　春吾,Tigers,680,投手,4,185,97,O型,右,左,大阪,1994-05-14,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,6,1,3,0,0,0,1,2,2,3,1.12
ボーア,Tigers,27250,内野手,1,193,122,不明,右,左,アメリカ,1988-05-28,41,0.243,99,379,329,80,17,45,1,45,3,88,0,13,0.338,0.422,0.76,4.61,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
エドワーズ,Tigers,8700,投手,1,196,108,不明,右,右,アメリカ,1988-01-08,42,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,0,1,0,12,0,86,22.2,17,2,3,2,17,6,6,0.88,3.43
守屋　功輝,Tigers,2300,投手,6,184,88,A型,右,右,岡山,1993-11-25,43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,0,0,0,0,0,23,4,6,1,4,2,3,5,5,2.5,9.37
梅野　隆太郎,Tigers,10000,捕手,7,173,77,A型,右,右,福岡,1991-06-17,44,0.262,98,342,298,78,7,29,5,33,0,77,9,9,0.333,0.389,0.723,4.35,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
遠藤　成,Tigers,500,内野手,1,178,84,A型,右,左,秋田,2001-09-19,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
秋山　拓巳,Tigers,3200,投手,11,188,101,A型,右,左,香川,1991-04-26,46,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,11,3,0,0,0.786,435,112,97,17,12,0,64,45,36,0.97,4.25
川原　陸,Tigers,480,投手,2,186,86,O型,左,左,長崎,2000-12-12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　友貴哉,Tigers,950,投手,2,184,92,O型,右,左,山形,1995-01-05,48,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,0,0,0,0,0,35,7,9,1,5,0,11,6,6,2,3.98
ガンケル,Tigers,5450,投手,1,196,102,不明,右,右,アメリカ,1991-12-30,49,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,2,4,0,11,0.333,232,56.2,54,6,13,3,39,21,20,1.18,3.91
青柳　晃洋,Tigers,3000,投手,5,183,84,B型,右,右,神奈川,1993-12-11,50,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,7,9,0,0,0.438,510,120.2,111,4,44,5,88,51,45,1.28,3.24
伊藤　隼太,Tigers,1800,外野手,9,177,82,O型,右,左,愛知,1989-05-08,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
サンズ,Tigers,12000,外野手,1,193,102,不明,右,右,アメリカ,1987-09-28,52,0.257,110,443,377,97,19,64,2,61,3,106,0,11,0.363,0.451,0.814,5.68,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島田　海吏,Tigers,800,外野手,3,176,68,AB型,右,左,熊本,1996-02-06,53,0.176,43,21,17,3,0,1,3,2,1,4,1,0,0.3,0.176,0.476,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
陽川　尚将,Tigers,1900,内野手,7,180,89,O型,右,右,大阪,1991-07-17,55,0.247,71,182,158,39,8,24,2,15,6,42,2,4,0.333,0.437,0.77,4.77,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小林　慶祐,Tigers,1400,投手,4,187,86,B型,右,右,千葉,1992-11-02,56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14,3,3,0,2,0,5,0,0,1.67,0.79
岡﨑　太一,Tigers,1300,捕手,16,180,82,O型,右,右,奈良,1983-06-20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒木　郁也,Tigers,850,内野手,10,183,73,B型,右,左,東京,1988-04-25,58,0.091,16,11,11,1,0,0,2,0,0,4,0,0,0.091,0.091,0.182,-1.29,-0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤田　健斗,Tigers,500,捕手,1,173,73,A型,右,右,滋賀,2001-10-18,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中谷　将大,Tigers,3000,外野手,10,187,96,A型,右,右,福岡,1993-01-05,60,0.215,70,87,79,17,2,16,1,5,1,27,1,0,0.267,0.304,0.571,2.87,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
望月　惇志,Tigers,1150,投手,5,190,90,AB型,右,右,神奈川,1997-08-02,61,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,0,0,0,0,0,81,19,18,2,8,0,18,11,11,1.37,3.86
植田　海,Tigers,1600,内野手,6,175,71,O型,右,両,滋賀,1996-04-19,62,0.153,74,83,59,9,0,3,9,14,4,22,6,0,0.351,0.186,0.537,2.92,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
板山　祐太郎,Tigers,850,外野手,5,180,80,B型,右,左,神奈川,1994-03-27,63,0.167,5,14,12,2,0,0,1,2,0,3,0,0,0.286,0.167,0.452,2.29,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　謙太朗,Tigers,4500,投手,13,184,90,O型,右,右,三重,1985-10-29,64,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,0,0,0,2,0,43,10.1,7,2,4,0,8,4,4,1.06,5.25
湯浅　京己,Tigers,480,投手,2,183,86,O型,右,右,三重,1999-07-17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小川　一平,Tigers,700,投手,1,182,80,A型,右,右,神奈川,1997-06-03,66,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,0,0,0,0,0,101,21,28,1,13,0,18,15,11,1.95,3.6
岩崎　優,Tigers,8000,投手,7,185,88,B型,左,左,静岡,1991-06-19,67,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,5,2,2,17,0.714,163,39.2,26,2,15,2,37,9,8,1.03,3.12
俊介,Tigers,3200,外野手,11,178,77,A型,右,右,福岡,1987-08-17,68,0.125,9,8,8,1,0,0,0,0,0,2,0,0,0.125,0.125,0.25,-1.85,-1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島本　浩也,Tigers,3700,投手,10,176,75,B型,左,左,奈良,1993-02-14,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
スアレス,Tigers,8000,投手,5,188,95,不明,右,右,ベネズエラ,1991-03-01,75,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,3,1,25,8,0.75,208,52.1,36,2,19,0,50,15,13,1.05,2.57
ガルシア,Tigers,16350,投手,3,190,104,不明,左,左,キューバ,1989-08-02,77,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,2,6,0,0,0.25,326,75.1,71,9,35,1,51,39,37,1.41,4.67
横山　雄哉,Tigers,700,投手,6,183,84,O型,左,左,山形,1994-02-21,91,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,6,1,2,1,1,0,0,2,2,3,19.12
伊藤　和雄,Tigers,750,投手,9,186,95,A型,右,右,埼玉,1989-12-13,92,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,1,1,0,1,0.5,74,15.1,8,0,20,0,15,7,6,1.83,4.49
石井　将希,Tigers,300,投手,3,180,88,AB型,左,左,群馬,1995-07-12,93,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,7,1,2,0,2,0,0,1,1,4,9.12
原口　文仁,Tigers,2800,捕手,11,182,93,AB型,右,右,埼玉,1992-03-03,94,0.278,48,78,72,20,3,19,0,5,1,16,0,2,0.333,0.444,0.778,5.08,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
片山　雄哉,Tigers,420,捕手,2,177,91,B型,右,左,愛知,1994-06-18,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤谷　洸介,Tigers,630,内野手,4,194,88,A型,右,右,山口,1996-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
牧　丈一郎,Tigers,450,投手,3,181,86,A型,右,左,京都,1999-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小野寺　暖,Tigers,300,外野手,1,183,82,A型,右,右,奈良,1998-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
奥山　皓太,Tigers,300,外野手,1,186,93,A型,右,右,山梨,1997-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
