Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
岩田　稔,Tigers,3800,投手,14,179,94,O型,左,左,大阪,1983-10-31,21,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,3,4,0,0,0.429,336,77.2,90,13,21,3,43,46,39,1.43,5.12
藤川　球児,Tigers,14000,投手,18,185,89,A型,右,左,高知,1980-07-21,22,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,4,1,16,23,0.8,226,56,29,3,32,0,83,11,11,1.09,2.46
江越　大賀,Tigers,1500,外野手,5,182,80,O型,右,右,長崎,1993-03-12,25,0.067,49,16,15,1,0,0,1,1,0,9,0,0,0.125,0.067,0.192,-0.92,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
呂　彦青,Tigers,800,投手,2,178,71,O型,左,左,台湾,1996-03-10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
尾仲　祐哉,Tigers,1000,投手,3,173,71,O型,右,左,福岡,1995-01-31,27,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,0,0,0,0,0,26,5.2,6,1,5,1,6,4,4,1.94,6.47
小野　泰己,Tigers,2700,投手,3,186,74,A型,右,右,福岡,1994-05-30,28,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,0,1,0,5,0,58,11.2,11,0,13,1,6,3,3,2.06,5.18
髙橋　遥人,Tigers,1300,投手,2,181,80,A型,左,左,静岡,1995-11-07,29,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,3,9,0,1,0.25,474,109.2,115,9,38,0,125,56,46,1.4,2.89
高野　圭佑,Tigers,1000,投手,4,178,76,A型,右,右,広島,1991-12-28,30,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,0,0,0,1,0,25,5.2,6,0,1,1,6,4,3,1.24,2.06
マルテ,Tigers,11000,内野手,1,185,99,不明,右,右,ドミニカ共和国,1991-06-21,31,0.284,105,412,349,99,12,49,0,51,7,73,0,14,0.381,0.444,0.825,5.75,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山崎　憲晴,Tigers,1200,内野手,11,176,80,O型,右,右,静岡,1986-12-13,32,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
糸原　健斗,Tigers,4000,内野手,3,175,77,O型,右,左,島根,1992-11-11,33,0.267,143,572,491,131,2,45,6,60,7,70,11,7,0.353,0.336,0.689,4.39,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
谷川　昌希,Tigers,900,投手,2,175,84,O型,右,右,福岡,1992-10-06,34,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,0,0,0,0,0,34,7.1,8,0,3,0,4,4,3,1.5,3.26
才木　浩人,Tigers,1500,投手,3,189,83,A型,右,右,兵庫,1998-11-07,35,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2,1,0,0,0.667,70,15.1,20,0,5,0,14,8,8,1.63,2.27
浜地　真澄,Tigers,500,投手,3,185,90,O型,右,右,福岡,1998-05-25,36,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,2,1,0,0,0.667,128,28,35,4,8,0,27,21,19,1.54,3.69
森越　祐人,Tigers,950,内野手,9,178,70,A型,右,右,愛知,1988-08-11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小幡　竜平,Tigers,720,内野手,1,181,73,B型,右,左,大分,2000-09-21,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
長坂　拳弥,Tigers,750,捕手,3,173,77,B型,右,右,群馬,1994-04-28,39,1,3,1,1,1,1,1,0,0,0,0,0,0,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福永　春吾,Tigers,680,投手,3,185,92,O型,右,左,大阪,1994-05-14,40,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,0,0,0,0,0,13,2,6,1,1,0,3,5,5,3.5,8.12
髙橋　聡文,Tigers,5500,投手,18,176,87,A型,左,左,福井,1983-05-29,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,3.12
ソラーテ,Tigers,5000,内野手,1,180,93,不明,右,両,ベネズエラ,1987-07-03,42,0.188,20,80,69,13,4,9,0,9,0,13,0,4,0.275,0.406,0.681,3.07,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
守屋　功輝,Tigers,700,投手,5,184,88,A型,右,右,岡山,1993-11-25,43,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,7,0.5,217,54,45,3,17,0,53,19,18,1.15,2.66
梅野　隆太郎,Tigers,5000,捕手,6,173,77,A型,右,右,福岡,1991-06-17,44,0.266,129,492,433,115,9,59,14,34,6,83,16,16,0.326,0.393,0.718,4.15,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
秋山　拓巳,Tigers,3600,投手,10,188,95,A型,右,左,香川,1991-04-26,46,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,4,3,0,0,0.571,219,50.2,56,5,12,1,35,27,24,1.34,3.79
川原　陸,Tigers,500,投手,1,184,80,O型,左,左,長崎,2000-12-12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　友貴哉,Tigers,1000,投手,1,184,90,O型,右,左,山形,1995-01-05,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,2,1,0,3,0,2,0,0,2,5.62
青柳　晃洋,Tigers,1200,投手,4,183,84,B型,右,右,神奈川,1993-12-11,50,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,9,9,0,0,0.5,601,143.1,145,14,42,12,100,56,50,1.3,4.06
伊藤　隼太,Tigers,2200,外野手,8,177,84,O型,右,左,愛知,1989-05-08,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ジョンソン,Tigers,9000,投手,1,188,91,不明,右,右,アメリカ,1991-05-10,52,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,2,3,0,40,0.4,224,58.2,34,2,13,1,91,12,9,0.8,1.13
島田　海吏,Tigers,850,外野手,2,176,68,AB型,右,左,熊本,1996-02-06,53,0.25,7,5,4,1,0,0,0,1,0,1,0,0,0.4,0.5,0.9,7.74,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メッセンジャー,Tigers,35000,投手,10,198,109,不明,右,右,アメリカ,1981-08-13,54,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,3,7,0,0,0.3,336,79,71,11,38,2,55,45,41,1.38,5.02
陽川　尚将,Tigers,2000,内野手,6,180,89,O型,右,右,大阪,1991-07-17,55,0.109,28,60,55,6,3,4,0,4,0,19,1,2,0.169,0.291,0.46,0.75,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯田　優也,Tigers,1900,投手,7,187,88,A型,左,左,兵庫,1990-11-27,56,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1,0,0,0,1,20,3.1,5,0,5,0,6,4,4,3,4.02
岡﨑　太一,Tigers,1500,捕手,15,180,82,O型,右,右,奈良,1983-06-20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒木　郁也,Tigers,900,内野手,9,183,71,B型,右,左,東京,1988-04-25,58,0.111,9,9,9,1,0,0,0,0,0,4,0,0,0.111,0.222,0.333,-1.2,-1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小宮山　慎二,Tigers,750,捕手,16,178,85,A型,右,右,神奈川,1985-11-26,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中谷　将大,Tigers,3500,外野手,9,187,91,A型,右,右,福岡,1993-01-05,60,0.181,62,131,116,21,6,19,0,12,1,37,2,0,0.264,0.379,0.643,3.4,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
望月　惇志,Tigers,1100,投手,4,190,87,AB型,右,右,神奈川,1997-08-02,61,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02,1,1,0,0,0.5,142,31.1,33,4,16,3,26,15,14,1.56,4.75
植田　海,Tigers,1400,内野手,5,175,68,O型,右,両,滋賀,1996-04-19,62,0.242,81,37,33,8,1,2,12,1,1,8,2,0,0.286,0.333,0.619,4.46,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
板山　祐太郎,Tigers,880,外野手,4,180,80,B型,右,左,神奈川,1994-03-27,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　謙太朗,Tigers,6000,投手,12,184,85,O型,右,右,三重,1985-10-29,64,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,3,1,28,5,10,1,3,1,6,9,5,2.6,5.72
湯浅　京己,Tigers,500,投手,1,183,88,O型,右,右,三重,1999-07-17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
牧　丈一郎,Tigers,480,投手,2,181,87,A型,右,左,京都,1999-09-23,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岩崎　優,Tigers,5000,投手,6,185,91,B型,左,左,静岡,1991-06-19,67,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,3,0,0,26,1,204,53.2,24,5,17,3,58,11,6,0.76,3.23
俊介,Tigers,4000,外野手,10,178,76,A型,右,右,福岡,1987-08-17,68,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,-2.74,-2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島本　浩也,Tigers,850,投手,9,176,73,B型,左,左,奈良,1993-02-14,69,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,4,0,1,11,1,229,59.1,42,4,14,4,60,13,11,0.94,2.88
ガルシア,Tigers,17000,投手,2,190,104,不明,左,左,キューバ,1989-08-02,77,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,6,8,0,0,0.429,473,103.2,123,8,40,6,79,66,54,1.57,3.84
伊藤　和雄,Tigers,850,投手,8,186,95,A型,右,右,埼玉,1989-12-13,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
原口　文仁,Tigers,3000,捕手,10,182,92,AB型,右,右,埼玉,1992-03-03,94,0.276,43,94,87,24,1,11,0,4,1,23,0,3,0.309,0.356,0.665,3.57,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
片山　雄哉,Tigers,300,捕手,1,177,83,B型,右,左,愛知,1994-06-18,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
歳内　宏明,Tigers,1000,投手,8,184,93,B型,右,右,兵庫,1993-07-19,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ドリス,Tigers,17000,投手,4,195,109,不明,右,右,ドミニカ共和国,1988-01-10,98,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,5,4,19,10,0.556,213,55.1,36,1,11,1,50,16,13,0.85,2.09
ナバーロ,Tigers,5640,内野手,2,183,95,不明,左,左,アメリカ,1986-05-14,99,0.209,15,45,43,9,0,2,0,2,0,9,0,2,0.244,0.256,0.5,1.31,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
横山　雄哉,Tigers,700,投手,5,183,83,O型,左,左,山形,1994-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石井　将希,Tigers,300,投手,2,180,87,AB型,左,左,群馬,1995-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
横田　慎太郎,Tigers,700,外野手,6,187,94,O型,左,左,鹿児島,1995-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤谷　洸介,Tigers,630,内野手,3,194,87,A型,右,右,山口,1996-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮本　秀明,DeNA,850,外野手,2,178,83,O型,右,左,熊本,1996-07-24,00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中井　大介,DeNA,1200,内野手,12,183,88,B型,右,右,三重,1989-11-27,0,0.248,79,183,161,40,3,7,2,18,0,34,3,9,0.322,0.329,0.651,3.09,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　将志,DeNA,8400,外野手,8,174,78,B型,右,右,大阪,1993-07-21,1,0.186,72,115,102,19,2,7,2,9,1,26,3,0,0.259,0.294,0.553,2.63,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ロペス,DeNA,23000,内野手,7,183,103,不明,右,右,ベネズエラ,1983-11-24,2,0.241,142,597,551,133,31,84,0,39,4,107,0,18,0.295,0.461,0.756,4.37,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
梶谷　隆幸,DeNA,9600,外野手,13,180,85,A型,右,左,島根,1988-08-28,3,0.215,41,110,93,20,5,15,3,16,0,20,1,1,0.33,0.43,0.76,5.24,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　裕季也,DeNA,1150,内野手,1,182,96,O型,右,右,三重,1996-08-30,4,0.288,21,57,52,15,4,7,0,3,1,17,0,1,0.333,0.596,0.929,6.91,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
倉本　寿彦,DeNA,6400,内野手,5,180,82,B型,右,左,神奈川,1991-01-07,5,0.121,24,35,33,4,0,2,0,2,0,7,0,0,0.171,0.152,0.323,-0.3,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　雄洋,DeNA,4500,内野手,15,183,78,O型,右,左,静岡,1986-07-10,7,0.208,50,113,101,21,2,5,1,5,1,34,6,1,0.252,0.317,0.569,2.07,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
神里　和毅,DeNA,2500,外野手,2,179,81,A型,右,左,沖縄,1994-01-17,8,0.279,123,458,427,119,6,35,15,26,2,121,3,7,0.323,0.407,0.731,4.43,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大和,DeNA,10000,内野手,14,177,70,A型,右,右,鹿児島,1987-11-05,9,0.237,137,490,438,104,0,37,3,34,6,75,10,7,0.3,0.285,0.585,2.93,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
戸柱　恭孝,DeNA,3300,捕手,4,179,90,A型,右,左,鹿児島,1990-04-11,10,0.2,45,111,100,20,1,6,0,7,1,22,2,2,0.257,0.31,0.567,2.39,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東　克樹,DeNA,5550,投手,2,170,78,B型,左,左,三重,1995-11-29,11,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,4,2,0,0,0.667,161,38.1,38,4,10,1,31,17,16,1.25,3.64
阪口　皓亮,DeNA,600,投手,2,186,81,O型,右,左,大阪,1999-08-15,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87,0,1,0,0,0,37,7.2,9,0,4,1,4,5,5,1.7,4.03
石田　健大,DeNA,5800,投手,5,180,85,O型,左,左,広島,1993-03-01,14,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,4,1,0,10,0.8,285,71.1,59,7,21,0,78,19,17,1.12,2.92
井納　翔一,DeNA,7200,投手,7,188,94,A型,右,右,東京,1986-05-01,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,4,5,0,0,0.444,309,70,74,5,28,3,50,43,37,1.46,3.82
大貫　晋一,DeNA,1150,投手,1,181,73,AB型,右,右,神奈川,1994-02-03,16,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,0,0,0.545,302,66.2,81,7,25,2,54,38,37,1.59,3.95
三嶋　一輝,DeNA,4800,投手,7,176,80,A型,右,両,福岡,1990-05-07,17,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,5,4,0,23,0.556,309,72.2,67,10,31,0,62,36,35,1.35,4.32
山﨑　康晃,DeNA,25000,投手,5,179,88,O型,右,右,東京,1992-10-02,19,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,3,2,30,4,0.6,243,60,44,6,19,0,54,18,13,1.05,3.47
今永　昇太,DeNA,6700,投手,4,177,82,A型,左,左,福岡,1993-09-01,21,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,13,7,0,0,0.65,684,170,128,18,56,4,186,59,55,1.08,3.23
大河,DeNA,605,内野手,3,174,75,B型,右,右,大阪,1998-04-05,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　俊介,DeNA,950,投手,2,176,85,A型,右,右,千葉,1994-01-07,24,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,0,1,0,0,0,115,25,31,1,8,2,20,19,16,1.56,3
筒香　嘉智,DeNA,40000,外野手,10,185,97,A型,右,左,和歌山,1991-11-26,25,0.272,131,557,464,126,29,79,0,88,2,141,0,5,0.388,0.511,0.899,7.35,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
濵口　遥大,DeNA,5050,投手,3,173,80,B型,左,左,佐賀,1995-03-16,26,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,6,5,0,1,0.545,341,82.1,59,8,38,3,85,33,29,1.18,3.78
上茶谷　大河,DeNA,1500,投手,1,181,83,B型,右,右,京都,1996-08-31,27,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,7,6,0,0,0.538,584,134,136,14,51,3,102,68,59,1.4,4.03
勝又　温史,DeNA,560,投手,1,180,80,不明,右,左,東京,2000-05-22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　光,DeNA,5500,捕手,12,180,83,B型,右,右,愛知,1989-04-23,29,0.254,84,301,256,65,8,27,5,37,3,45,3,4,0.352,0.379,0.731,4.7,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯塚　悟史,DeNA,1400,投手,5,188,90,A型,右,左,新潟,1996-10-11,30,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.12,0,1,0,0,0,52,11.1,17,4,3,1,9,14,14,1.76,7.18
柴田　竜拓,DeNA,3500,内野手,4,167,68,O型,右,左,岡山,1993-12-16,31,0.256,111,196,164,42,3,17,3,20,0,38,10,3,0.333,0.372,0.705,4.35,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
益子　京右,DeNA,470,捕手,1,176,87,A型,右,右,栃木,2000-12-27,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
乙坂　智,DeNA,2400,外野手,8,182,83,O型,右,左,神奈川,1994-01-06,33,0.245,97,179,159,39,2,17,6,14,2,33,3,3,0.313,0.358,0.671,3.75,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平田　真吾,DeNA,1550,投手,6,182,80,A型,右,右,山口,1989-08-29,34,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31,0,0,0,1,0,48,9.2,15,2,4,2,11,11,10,1.97,5.09
三上　朋也,DeNA,10500,投手,6,190,90,AB型,右,右,岐阜,1989-04-10,35,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,0,1,0,1,0,25,4.2,5,0,6,0,5,4,3,2.36,4.83
狩野　行寿,DeNA,610,内野手,3,180,80,B型,右,右,埼玉,1994-07-31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
楠本　泰史,DeNA,1080,外野手,2,180,77,A型,右,左,大阪,1995-07-07,37,0.208,39,81,72,15,1,6,0,7,2,19,0,1,0.296,0.306,0.602,2.67,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　幸輝,DeNA,1140,内野手,5,173,80,B型,右,左,千葉,1993-01-31,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嶺井　博希,DeNA,2700,捕手,6,175,85,B型,右,右,沖縄,1991-06-04,39,0.211,64,130,114,24,2,12,0,7,4,23,5,5,0.28,0.316,0.596,2.41,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飛雄馬,DeNA,700,内野手,8,181,88,B型,右,右,大阪,1991-03-17,40,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,-2.74,-2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
櫻井　周斗,DeNA,570,投手,2,178,80,A型,左,左,埼玉,1999-06-25,41,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,0,0,0,1,0,74,16.2,17,1,10,1,17,9,9,1.62,3.84
バリオス,DeNA,3300,投手,8,185,85,不明,右,右,ベネズエラ,1988-10-11,42,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1,2,0,0,0.333,66,14.2,12,0,10,2,11,8,7,1.5,3.87
進藤　拓也,DeNA,700,投手,3,186,90,O型,右,右,秋田,1992-07-16,43,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,39,7,10,2,6,2,5,7,7,2.29,8.41
